source_collection,doc_id,doc_timestamp,sample_index,node_id,sample_ts,uptime_ms,temp,hum,rain,batt_v,batt_i,solar_v,solar_i,samples,processed_at
node_data_0v3,node_1_1775687706,2026-04-08T22:35:05.000Z,1,node_1,2026-04-08T22:32:05.000Z,242684332,19.75501,86.09669,0,13.24821,86.10433,0.980146,-0.056966,60,
node_data_0v3,node_1_1775687706,2026-04-08T22:35:05.000Z,2,node_1,2026-04-08T22:33:05.000Z,242744332,19.87501,85.96336,0,13.24746,85.65572,0.980687,-0.055949,60,
node_data_0v3,node_1_1775687706,2026-04-08T22:35:05.000Z,3,node_1,2026-04-08T22:34:05.000Z,242804331,19.98333,85.98503,0,13.24742,85.15625,0.980812,-0.055949,60,
node_data_0v3,node_1_1775687706,2026-04-08T22:35:05.000Z,4,node_1,2026-04-08T22:35:05.000Z,242864332,20.09332,86.39499,0,13.24802,83.55204,0.980125,-0.061035,60,
node_data_0v3,node_1_1775688006,2026-04-08T22:40:05.000Z,0,node_1,2026-04-08T22:36:05.000Z,242924332,20.23667,86.41162,0,13.24608,87.27926,0.978104,-0.062052,60,
node_data_0v3,node_1_1775688006,2026-04-08T22:40:05.000Z,1,node_1,2026-04-08T22:37:05.000Z,242984332,20.33334,86.17333,0,13.24815,84.38009,0.976916,-0.061035,60,
node_data_0v3,node_1_1775688006,2026-04-08T22:40:05.000Z,2,node_1,2026-04-08T22:38:05.000Z,243044332,20.41834,85.2,0,13.248,84.78088,0.973688,-0.059001,60,
node_data_0v3,node_1_1775688006,2026-04-08T22:40:05.000Z,3,node_1,2026-04-08T22:39:05.000Z,243104332,20.495,84.33665,0,13.24781,81.82577,0.974042,-0.06307,60,
node_data_0v3,node_1_1775688006,2026-04-08T22:40:05.000Z,4,node_1,2026-04-08T22:40:05.000Z,243164333,20.60332,84.20837,0,13.24837,84.20105,0.970583,-0.062052,60,
node_data_0v3,node_1_1775688306,2026-04-08T22:45:05.000Z,0,node_1,2026-04-08T22:41:05.000Z,243224331,20.74667,84.16671,0,13.24715,84.52657,0.967729,-0.055949,60,
node_data_0v3,node_1_1775688306,2026-04-08T22:45:05.000Z,1,node_1,2026-04-08T22:42:05.000Z,243284332,20.82334,84.06004,0,13.24738,84.62219,0.967333,-0.06307,60,
node_data_0v3,node_1_1775688306,2026-04-08T22:45:05.000Z,2,node_1,2026-04-08T22:43:05.000Z,243344332,20.95167,83.52169,0,13.24835,83.2662,0.968917,-0.060018,60,
node_data_0v3,node_1_1775688306,2026-04-08T22:45:05.000Z,3,node_1,2026-04-08T22:44:05.000Z,243404331,21.03999,83.2533,0,13.24852,82.80436,0.967792,-0.057983,60,
node_data_0v3,node_1_1775688306,2026-04-08T22:45:05.000Z,4,node_1,2026-04-08T22:45:05.000Z,243464331,21.14499,83.09998,0,13.24869,83.10242,0.964334,-0.056966,60,
node_data_0v3,node_1_1775688606,2026-04-08T22:50:05.000Z,0,node_1,2026-04-08T22:46:05.000Z,243524331,21.23167,82.55166,0,13.24769,85.68115,0.962812,-0.056966,60,
node_data_0v3,node_1_1775688606,2026-04-08T22:50:05.000Z,1,node_1,2026-04-08T22:47:05.000Z,243584331,21.335,82.15,0,13.24796,84.1685,0.963917,-0.061035,60,
node_data_0v3,node_1_1775688606,2026-04-08T22:50:05.000Z,2,node_1,2026-04-08T22:48:05.000Z,243644331,21.44334,81.4417,0,13.24744,84.53064,0.962688,-0.059001,60,
node_data_0v3,node_1_1775688606,2026-04-08T22:50:05.000Z,3,node_1,2026-04-08T22:49:05.000Z,243704331,21.56666,81.12337,0,13.24909,84.23157,0.961958,-0.060018,60,
node_data_0v3,node_1_1775688606,2026-04-08T22:50:05.000Z,4,node_1,2026-04-08T22:50:05.000Z,243764332,21.66333,80.93665,0,13.24731,85.80119,0.9625,-0.060018,60,
node_data_0v3,node_1_1775688906,2026-04-08T22:55:05.000Z,0,node_1,2026-04-08T22:51:05.000Z,243824332,21.75168,80.57666,0,13.2474,87.323,0.962063,-0.054932,60,
node_data_0v3,node_1_1775688906,2026-04-08T22:55:05.000Z,1,node_1,2026-04-08T22:52:05.000Z,243884333,21.86501,80.55669,0,13.24819,83.89893,0.960292,-0.057983,60,
node_data_0v3,node_1_1775688906,2026-04-08T22:55:05.000Z,2,node_1,2026-04-08T22:53:05.000Z,243944332,21.99666,80.38667,0,13.2484,83.47066,0.960834,-0.061035,60,
node_data_0v3,node_1_1775688906,2026-04-08T22:55:05.000Z,3,node_1,2026-04-08T22:54:05.000Z,244004332,22.08499,79.9067,0,13.24881,83.19092,0.960125,-0.060018,60,
node_data_0v3,node_1_1775688906,2026-04-08T22:55:05.000Z,4,node_1,2026-04-08T22:55:05.000Z,244064331,22.20001,79.81167,0,13.24879,86.51123,0.963625,-0.062052,60,
node_data_0v3,node_1_1775689206,2026-04-08T23:00:05.000Z,0,node_1,2026-04-08T22:56:05.000Z,244124331,22.29667,79.61666,0,13.24802,85.51534,0.965146,-0.057983,60,
node_data_0v3,node_1_1775689206,2026-04-08T23:00:05.000Z,1,node_1,2026-04-08T22:57:05.000Z,244184331,22.40167,79.21501,0,13.24952,84.07186,0.962687,-0.057983,60,
node_data_0v3,node_1_1775689206,2026-04-08T23:00:05.000Z,2,node_1,2026-04-08T22:58:05.000Z,244244332,22.5,78.48332,0,13.24871,84.47977,0.962687,-0.061035,60,
node_data_0v3,node_1_1775689206,2026-04-08T23:00:05.000Z,3,node_1,2026-04-08T22:59:05.000Z,244304332,22.63332,78.05502,0,13.24862,82.48596,0.962854,-0.057983,60,
node_data_0v3,node_1_1775689206,2026-04-08T23:00:05.000Z,4,node_1,2026-04-08T23:00:05.000Z,244364332,22.71834,78.46666,0,13.24929,82.95898,0.961062,-0.060018,60,
node_data_0v3,node_1_1775689506,2026-04-08T23:05:05.000Z,0,node_1,2026-04-08T23:01:05.000Z,244424331,22.84501,77.93667,0,13.24804,86.19283,0.959729,-0.061035,60,
node_data_0v3,node_1_1775689506,2026-04-08T23:05:05.000Z,1,node_1,2026-04-08T23:02:05.000Z,244484332,22.935,77.07666,0,13.2489,83.23873,0.959521,-0.061035,60,
node_data_0v3,node_1_1775689506,2026-04-08T23:05:05.000Z,2,node_1,2026-04-08T23:03:05.000Z,244544332,23.03499,75.96168,0,13.24902,84.139,0.957333,-0.054932,60,
node_data_0v3,node_1_1775689506,2026-04-08T23:05:05.000Z,3,node_1,2026-04-08T23:04:05.000Z,244604332,23.12165,76.20335,0,13.24925,82.48392,0.958667,-0.060018,60,
node_data_0v3,node_1_1775689506,2026-04-08T23:05:05.000Z,4,node_1,2026-04-08T23:05:05.000Z,244664333,23.23667,75.19836,0,13.24975,84.49606,0.959083,-0.057983,60,
node_data_0v3,node_1_1775689806,2026-04-08T23:10:05.000Z,0,node_1,2026-04-08T23:06:05.000Z,244724332,23.34501,75.3217,0,13.24917,85.40751,0.957271,-0.06307,60,
node_data_0v3,node_1_1775689806,2026-04-08T23:10:05.000Z,1,node_1,2026-04-08T23:07:05.000Z,244784332,23.46834,74.53334,0,13.24931,85.05758,0.95525,-0.057983,60,
node_data_0v3,node_1_1775689806,2026-04-08T23:10:05.000Z,2,node_1,2026-04-08T23:08:05.000Z,244844332,23.54333,75.05833,0,13.24994,83.86536,0.957542,-0.061035,60,
node_data_0v3,node_1_1775689806,2026-04-08T23:10:05.000Z,3,node_1,2026-04-08T23:09:05.000Z,244904332,23.66832,75.59667,0,13.24923,86.6984,0.952979,-0.056966,60,
node_data_0v3,node_1_1775689806,2026-04-08T23:10:05.000Z,4,node_1,2026-04-08T23:10:05.000Z,244964331,23.76168,76.16501,0,13.24864,84.2275,0.950896,-0.062052,60,
node_data_0v3,node_1_1775690106,2026-04-08T23:15:05.000Z,0,node_1,2026-04-08T23:11:05.000Z,245024332,23.84834,75.79835,0,13.24848,85.97921,0.945687,-0.061035,60,
node_data_0v3,node_1_1775690106,2026-04-08T23:15:05.000Z,1,node_1,2026-04-08T23:12:05.000Z,245084332,23.955,75.42167,0,13.24844,84.36788,0.938854,-0.055949,60,
node_data_0v3,node_1_1775690106,2026-04-08T23:15:05.000Z,2,node_1,2026-04-08T23:13:05.000Z,245144332,24.06999,75.23833,0,13.24933,85.10436,0.935834,-0.060018,60,
node_data_0v3,node_1_1775690106,2026-04-08T23:15:05.000Z,3,node_1,2026-04-08T23:14:05.000Z,245204332,24.14832,74.54,0,13.25062,84.24784,0.933104,-0.060018,60,
node_data_0v3,node_1_1775690106,2026-04-08T23:15:05.000Z,4,node_1,2026-04-08T23:15:05.000Z,245264332,24.24167,74.82502,0,13.24941,84.70358,0.931896,-0.059001,60,
node_data_0v3,node_1_1775690406,2026-04-08T23:20:05.000Z,0,node_1,2026-04-08T23:16:05.000Z,245324332,24.34167,73.67666,0,13.24954,86.38712,0.933875,-0.059001,60,
node_data_0v3,node_1_1775690406,2026-04-08T23:20:05.000Z,1,node_1,2026-04-08T23:17:05.000Z,245384332,24.41834,73.62167,0,13.24993,84.56014,0.93225,-0.059001,60,
node_data_0v3,node_1_1775690406,2026-04-08T23:20:05.000Z,2,node_1,2026-04-08T23:18:05.000Z,245444331,24.47833,73.10833,0,13.24985,85.2712,0.922146,-0.057983,60,
node_data_0v3,node_1_1775690406,2026-04-08T23:20:05.000Z,3,node_1,2026-04-08T23:19:05.000Z,245504332,24.58332,73.08001,0,13.25031,84.95382,0.919625,-0.060018,60,
node_data_0v3,node_1_1775690406,2026-04-08T23:20:05.000Z,4,node_1,2026-04-08T23:20:05.000Z,245564332,24.65498,72.37833,0,13.24904,88.2131,0.917229,-0.057983,60,
node_data_0v3,node_1_1775690706,2026-04-08T23:25:05.000Z,0,node_1,2026-04-08T23:21:05.000Z,245624332,24.75834,72.12,0,13.24904,86.85812,0.919937,-0.06307,60,
node_data_0v3,node_1_1775690706,2026-04-08T23:25:05.000Z,1,node_1,2026-04-08T23:22:05.000Z,245684332,24.82668,71.96998,0,13.25035,85.95581,0.914833,-0.059001,60,
node_data_0v3,node_1_1775690706,2026-04-08T23:25:05.000Z,2,node_1,2026-04-08T23:23:05.000Z,245744332,24.90168,71.87501,0,13.25121,82.10856,0.91375,-0.057983,60,
node_data_0v3,node_1_1775690706,2026-04-08T23:25:05.000Z,3,node_1,2026-04-08T23:24:05.000Z,245804332,25.00833,72.25331,0,13.25012,84.92126,0.912021,-0.056966,60,
node_data_0v3,node_1_1775690706,2026-04-08T23:25:05.000Z,4,node_1,2026-04-08T23:25:05.000Z,245864332,25.09498,71.62332,0,13.25068,84.96908,0.908229,-0.059001,60,
node_data_0v3,node_1_1775691006,2026-04-08T23:30:05.000Z,0,node_1,2026-04-08T23:26:05.000Z,245924331,25.20833,71.11832,0,13.24981,86.42273,0.904979,-0.053914,60,
node_data_0v3,node_1_1775691006,2026-04-08T23:30:05.000Z,1,node_1,2026-04-08T23:27:05.000Z,245984332,25.26834,71.57166,0,13.25017,84.04642,0.90675,-0.062052,60,
node_data_0v3,node_1_1775691006,2026-04-08T23:30:05.000Z,2,node_1,2026-04-08T23:28:05.000Z,246044332,25.37501,70.97832,0,13.25073,86.59769,0.900979,-0.060018,60,
node_data_0v3,node_1_1775691006,2026-04-08T23:30:05.000Z,3,node_1,2026-04-08T23:29:05.000Z,246104332,25.47,70.32166,0,13.25039,85.05961,0.904688,-0.056966,60,
node_data_0v3,node_1_1775691006,2026-04-08T23:30:05.000Z,4,node_1,2026-04-08T23:30:05.000Z,246164332,25.55666,69.59498,0,13.25025,87.24569,0.913521,-0.061035,60,
node_data_0v3,node_1_1775691306,2026-04-08T23:35:05.000Z,0,node_1,2026-04-08T23:31:05.000Z,246224332,25.61165,69.09834,0,13.25025,86.98832,0.9105,-0.062052,60,
node_data_0v3,node_1_1775691306,2026-04-08T23:35:05.000Z,1,node_1,2026-04-08T23:32:05.000Z,246284332,25.69666,68.57334,0,13.25108,85.76355,0.920792,-0.062052,60,
node_data_0v3,node_1_1775691306,2026-04-08T23:35:05.000Z,2,node_1,2026-04-08T23:33:05.000Z,246344332,25.79667,68.77165,0,13.25075,84.57845,0.928292,-0.059001,60,
node_data_0v3,node_1_1775691306,2026-04-08T23:35:05.000Z,3,node_1,2026-04-08T23:34:05.000Z,246404332,25.88834,67.78166,0,13.25125,85.731,0.930834,-0.065104,60,
node_data_0v3,node_1_1775691306,2026-04-08T23:35:05.000Z,4,node_1,2026-04-08T23:35:05.000Z,246464331,25.94501,67.36501,0,13.25168,84.82157,0.932604,-0.060018,60,
node_data_0v3,node_1_1775691606,2026-04-08T23:40:05.000Z,0,node_1,2026-04-08T23:36:05.000Z,246524333,26.04166,67.07669,0,13.25137,84.62118,0.921875,-0.06307,60,
node_data_0v3,node_1_1775691606,2026-04-08T23:40:05.000Z,1,node_1,2026-04-08T23:37:05.000Z,246584332,26.10165,66.94833,0,13.25175,85.00977,0.916646,-0.061035,60,
node_data_0v3,node_1_1775691606,2026-04-08T23:40:05.000Z,2,node_1,2026-04-08T23:38:05.000Z,246644331,26.18999,67.24834,0,13.25168,85.6608,0.91975,-0.055949,60,
node_data_0v3,node_1_1775691606,2026-04-08T23:40:05.000Z,3,node_1,2026-04-08T23:39:05.000Z,246704332,26.26501,66.67832,0,13.25198,85.29562,0.920583,-0.057983,60,
node_data_0v3,node_1_1775691606,2026-04-08T23:40:05.000Z,4,node_1,2026-04-08T23:40:05.000Z,246764332,26.30167,65.86669,0,13.2521,85.30884,0.915583,-0.064087,60,
node_data_0v3,node_1_1775691906,2026-04-08T23:45:05.000Z,0,node_1,2026-04-08T23:41:05.000Z,246824332,26.33501,65.70001,0,13.25162,86.9222,0.910354,-0.061035,60,
node_data_0v3,node_1_1775691906,2026-04-08T23:45:05.000Z,1,node_1,2026-04-08T23:42:05.000Z,246884332,26.39834,65.43998,0,13.25247,83.81348,0.903208,-0.060018,60,
node_data_0v3,node_1_1775691906,2026-04-08T23:45:05.000Z,2,node_1,2026-04-08T23:43:05.000Z,246944332,26.47834,65.195,0,13.25269,86.23454,0.897854,-0.057983,60,
node_data_0v3,node_1_1775691906,2026-04-08T23:45:05.000Z,3,node_1,2026-04-08T23:44:05.000Z,247004332,26.56165,65.64666,0,13.25344,83.70768,0.889667,-0.055949,60,
node_data_0v3,node_1_1775691906,2026-04-08T23:45:05.000Z,4,node_1,2026-04-08T23:45:05.000Z,247064332,26.60999,65.35001,0,13.25296,84.05762,0.884708,-0.065104,60,
node_data_0v3,node_1_1775692206,2026-04-08T23:50:05.000Z,0,node_1,2026-04-08T23:46:05.000Z,247124332,26.71667,64.79498,0,13.25286,85.68726,0.882646,-0.061035,60,
node_data_0v3,node_1_1775692206,2026-04-08T23:50:05.000Z,1,node_1,2026-04-08T23:47:05.000Z,247184331,26.78001,64.81668,0,13.2529,86.30778,0.884875,-0.06307,60,
node_data_0v3,node_1_1775692206,2026-04-08T23:50:05.000Z,2,node_1,2026-04-08T23:48:05.000Z,247244332,26.84335,64.23666,0,13.25292,85.82967,0.888479,-0.061035,60,
node_data_0v3,node_1_1775692206,2026-04-08T23:50:05.000Z,3,node_1,2026-04-08T23:49:05.000Z,247304332,26.90834,64.65833,0,13.25237,88.07577,0.883646,-0.057983,60,
node_data_0v3,node_1_1775692206,2026-04-08T23:50:05.000Z,4,node_1,2026-04-08T23:50:05.000Z,247364332,27.01999,65.30501,0,13.25365,83.24992,0.887104,-0.065104,60,
node_data_0v3,node_1_1775692506,2026-04-08T23:55:05.000Z,0,node_1,2026-04-08T23:51:05.000Z,247424332,27.14331,64.97501,0,13.25217,88.42977,0.882021,-0.064087,60,
node_data_0v3,node_1_1775692506,2026-04-08T23:55:05.000Z,1,node_1,2026-04-08T23:52:05.000Z,247484331,27.27,64.18333,0,13.25333,84.52759,0.880083,-0.060018,60,
node_data_0v3,node_1_1775692506,2026-04-08T23:55:05.000Z,2,node_1,2026-04-08T23:53:05.000Z,247544331,27.36668,63.01667,0,13.25364,84.80733,0.873354,-0.061035,60,
node_data_0v3,node_1_1775692506,2026-04-08T23:55:05.000Z,3,node_1,2026-04-08T23:54:05.000Z,247604331,27.44001,62.27333,0,13.25477,84.50419,0.874104,-0.06307,60,
node_data_0v3,node_1_1775692506,2026-04-08T23:55:05.000Z,4,node_1,2026-04-08T23:55:05.000Z,247664332,27.48667,61.75835,0,13.25362,85.19083,0.872542,-0.062052,60,
node_data_0v3,node_1_1775692806,2026-04-09T00:00:05.000Z,0,node_1,2026-04-08T23:56:05.000Z,247724332,27.54332,61.98834,0,13.25421,82.81657,0.877042,-0.062052,60,
node_data_0v3,node_1_1775692806,2026-04-09T00:00:05.000Z,1,node_1,2026-04-08T23:57:05.000Z,247784332,27.61665,61.48834,0,13.25414,85.58248,0.880834,-0.057983,60,
node_data_0v3,node_1_1775692806,2026-04-09T00:00:05.000Z,2,node_1,2026-04-08T23:58:05.000Z,247844332,27.66498,60.70332,0,13.2545,84.31702,0.88525,-0.061035,60,
node_data_0v3,node_1_1775692806,2026-04-09T00:00:05.000Z,3,node_1,2026-04-08T23:59:05.000Z,247904332,27.72834,62.05832,0,13.25391,85.19083,0.887729,-0.062052,60,
node_data_0v3,node_1_1775692806,2026-04-09T00:00:05.000Z,4,node_1,2026-04-09T00:00:05.000Z,247964332,27.86001,62.10668,0,13.25506,86.64246,0.884417,-0.057983,60,
node_data_0v3,node_1_1775693106,2026-04-09T00:05:05.000Z,0,node_1,2026-04-09T00:01:05.000Z,248024332,27.93334,61.06168,0,13.25393,85.96191,0.875021,-0.057983,60,
node_data_0v3,node_1_1775693106,2026-04-09T00:05:05.000Z,1,node_1,2026-04-09T00:02:05.000Z,248084333,27.99833,60.56833,0,13.25483,87.75228,0.878292,-0.059001,60,
node_data_0v3,node_1_1775693106,2026-04-09T00:05:05.000Z,2,node_1,2026-04-09T00:03:05.000Z,248144331,28.03833,60.07165,0,13.25465,84.8643,0.878688,-0.059001,60,
node_data_0v3,node_1_1775693106,2026-04-09T00:05:05.000Z,3,node_1,2026-04-09T00:04:05.000Z,248204331,28.06832,60.25832,0,13.25511,84.64457,0.873625,-0.060018,60,
node_data_0v3,node_1_1775693106,2026-04-09T00:05:05.000Z,4,node_1,2026-04-09T00:05:05.000Z,248264333,28.12665,60.32165,0,13.25604,84.53776,0.872896,-0.060018,60,
node_data_0v3,node_1_1775693406,2026-04-09T00:10:05.000Z,0,node_1,2026-04-09T00:06:05.000Z,248324332,28.19834,59.86501,0,13.2531,90.01566,0.874667,-0.062052,60,
node_data_0v3,node_1_1775693406,2026-04-09T00:10:05.000Z,1,node_1,2026-04-09T00:07:05.000Z,248384332,28.22666,59.8,0,13.25558,84.37296,0.876354,-0.060018,60,
node_data_0v3,node_1_1775693406,2026-04-09T00:10:05.000Z,2,node_1,2026-04-09T00:08:05.000Z,248444332,28.29501,59.46835,0,13.25577,87.08801,0.881146,-0.061035,60,
node_data_0v3,node_1_1775693406,2026-04-09T00:10:05.000Z,3,node_1,2026-04-09T00:09:05.000Z,248504332,28.33335,57.95667,0,13.25546,88.58846,0.878291,-0.06307,60,
node_data_0v3,node_1_1775693406,2026-04-09T00:10:05.000Z,4,node_1,2026-04-09T00:10:05.000Z,248564332,28.40001,57.60667,0,13.25442,88.53353,0.878417,-0.061035,60,
node_data_0v3,node_1_1775693706,2026-04-09T00:15:05.000Z,0,node_1,2026-04-09T00:11:05.000Z,248624333,28.46667,57.77168,0,13.25619,85.77067,0.875354,-0.053914,60,
node_data_0v3,node_1_1775693706,2026-04-09T00:15:05.000Z,1,node_1,2026-04-09T00:12:05.000Z,248684332,28.50833,57.22833,0,13.2561,86.18164,0.869604,-0.061035,60,
node_data_0v3,node_1_1775693706,2026-04-09T00:15:05.000Z,2,node_1,2026-04-09T00:13:05.000Z,248744331,28.53999,57.10501,0,13.25639,85.09318,0.865563,-0.055949,60,
node_data_0v3,node_1_1775693706,2026-04-09T00:15:05.000Z,3,node_1,2026-04-09T00:14:05.000Z,248804332,28.57499,57.14834,0,13.25679,85.95988,0.872,-0.061035,60,
node_data_0v3,node_1_1775693706,2026-04-09T00:15:05.000Z,4,node_1,2026-04-09T00:15:05.000Z,248864332,28.62831,57.51335,0,13.2571,83.91113,0.870354,-0.06307,60,
node_data_0v3,node_1_1775694006,2026-04-09T00:20:05.000Z,0,node_1,2026-04-09T00:16:05.000Z,248924332,28.73167,56.83168,0,13.25648,85.58655,0.865021,-0.054932,60,
node_data_0v3,node_1_1775694006,2026-04-09T00:20:05.000Z,1,node_1,2026-04-09T00:17:05.000Z,248984332,28.84168,56.48501,0,13.25771,85.80627,0.869375,-0.057983,60,
node_data_0v3,node_1_1775694006,2026-04-09T00:20:05.000Z,2,node_1,2026-04-09T00:18:05.000Z,249044332,28.88334,55.69335,0,13.25807,84.68323,0.874604,-0.059001,60,
node_data_0v3,node_1_1775694006,2026-04-09T00:20:05.000Z,3,node_1,2026-04-09T00:19:05.000Z,249104332,28.91001,55.44668,0,13.25744,85.89274,0.861979,-0.053914,60,
node_data_0v3,node_1_1775694006,2026-04-09T00:20:05.000Z,4,node_1,2026-04-09T00:20:05.000Z,249164332,28.94834,55.70832,0,13.25727,86.55802,0.853,-0.061035,60,
node_data_0v3,node_1_1775694306,2026-04-09T00:25:05.000Z,0,node_1,2026-04-09T00:21:05.000Z,249224332,28.995,55.23168,0,13.25827,84.11459,0.849312,-0.060018,60,
node_data_0v3,node_1_1775694306,2026-04-09T00:25:05.000Z,1,node_1,2026-04-09T00:22:05.000Z,249284332,29.00333,55.66833,0,13.25821,84.68323,0.852479,-0.060018,60,
node_data_0v3,node_1_1775694306,2026-04-09T00:25:05.000Z,2,node_1,2026-04-09T00:23:05.000Z,249344332,29.035,56.00166,0,13.25781,85.62418,0.851187,-0.056966,60,
node_data_0v3,node_1_1775694306,2026-04-09T00:25:05.000Z,3,node_1,2026-04-09T00:24:05.000Z,249404332,29.09665,56.225,0,13.25861,86.1908,0.847729,-0.061035,60,
node_data_0v3,node_1_1775694306,2026-04-09T00:25:05.000Z,4,node_1,2026-04-09T00:25:05.000Z,249464332,29.19333,55.42665,0,13.25752,85.91817,0.853208,-0.06307,60,
node_data_0v3,node_1_1775694606,2026-04-09T00:30:05.000Z,0,node_1,2026-04-09T00:26:05.000Z,249524332,29.28,55.34833,0,13.25748,89.14795,0.851062,-0.062052,60,
node_data_0v3,node_1_1775694606,2026-04-09T00:30:05.000Z,1,node_1,2026-04-09T00:27:05.000Z,249584332,29.34001,54.89167,0,13.25771,88.17545,0.846771,-0.061035,60,
node_data_0v3,node_1_1775694606,2026-04-09T00:30:05.000Z,2,node_1,2026-04-09T00:28:05.000Z,249644332,29.36502,54.91167,0,13.25919,86.35152,0.840854,-0.065104,60,
node_data_0v3,node_1_1775694606,2026-04-09T00:30:05.000Z,3,node_1,2026-04-09T00:29:05.000Z,249704332,29.40668,55.195,0,13.25875,86.88863,0.838313,-0.059001,60,
node_data_0v3,node_1_1775694606,2026-04-09T00:30:05.000Z,4,node_1,2026-04-09T00:30:05.000Z,249764331,29.465,54.77834,0,13.25944,86.94763,0.841854,-0.054932,60,
node_data_0v3,node_1_1775694906,2026-04-09T00:35:05.000Z,0,node_1,2026-04-09T00:31:05.000Z,249824333,29.54,55.26,0,13.25817,88.24564,0.844375,-0.062052,60,
node_data_0v3,node_1_1775694906,2026-04-09T00:35:05.000Z,1,node_1,2026-04-09T00:32:05.000Z,249884331,29.61498,54.71499,0,13.25925,85.98531,0.843604,-0.060018,60,
node_data_0v3,node_1_1775694906,2026-04-09T00:35:05.000Z,2,node_1,2026-04-09T00:33:05.000Z,249944332,29.71167,54.59834,0,13.25944,84.69137,0.834542,-0.050863,60,
node_data_0v3,node_1_1775694906,2026-04-09T00:35:05.000Z,3,node_1,2026-04-09T00:34:05.000Z,250004333,29.79667,54.06998,0,13.25896,86.81742,0.853458,-0.055949,60,
node_data_0v3,node_1_1775694906,2026-04-09T00:35:05.000Z,4,node_1,2026-04-09T00:35:05.000Z,250064332,29.82168,53.50665,0,13.25881,86.75028,0.850896,-0.059001,60,
node_data_0v3,node_1_1775695206,2026-04-09T00:40:05.000Z,0,node_1,2026-04-09T00:36:05.000Z,250124332,29.83501,53.31501,0,13.25998,87.07174,0.845,-0.059001,60,
node_data_0v3,node_1_1775695206,2026-04-09T00:40:05.000Z,1,node_1,2026-04-09T00:37:05.000Z,250184332,29.83668,53.00501,0,13.26073,85.61401,0.849396,-0.06307,60,
node_data_0v3,node_1_1775695206,2026-04-09T00:40:05.000Z,2,node_1,2026-04-09T00:38:05.000Z,250244333,29.84668,53.06333,0,13.26081,85.50314,0.847896,-0.061035,60,
node_data_0v3,node_1_1775695206,2026-04-09T00:40:05.000Z,3,node_1,2026-04-09T00:39:05.000Z,250304333,29.91668,53.14001,0,13.26109,83.55305,0.851937,-0.062052,60,
node_data_0v3,node_1_1775695206,2026-04-09T00:40:05.000Z,4,node_1,2026-04-09T00:40:05.000Z,250364332,30.02166,54.01334,0,13.26004,83.88672,0.853437,-0.062052,60,
node_data_0v3,node_1_1775695506,2026-04-09T00:45:05.000Z,0,node_1,2026-04-09T00:41:05.000Z,250424332,30.13332,52.715,0,13.26098,84.46859,0.856125,-0.060018,60,
node_data_0v3,node_1_1775695506,2026-04-09T00:45:05.000Z,1,node_1,2026-04-09T00:42:05.000Z,250484332,30.17166,52.84667,0,13.2615,86.39526,0.854104,-0.060018,60,
node_data_0v3,node_1_1775695506,2026-04-09T00:45:05.000Z,2,node_1,2026-04-09T00:43:05.000Z,250544332,30.26335,53.25833,0,13.26144,84.66593,0.847458,-0.062052,60,
node_data_0v3,node_1_1775695506,2026-04-09T00:45:05.000Z,3,node_1,2026-04-09T00:44:05.000Z,250604332,30.33502,52.16334,0,13.26106,86.9283,0.849708,-0.061035,60,
node_data_0v3,node_1_1775695506,2026-04-09T00:45:05.000Z,4,node_1,2026-04-09T00:45:05.000Z,250664332,30.37335,50.98999,0,13.26184,85.69946,0.84725,-0.066121,60,
node_data_0v3,node_1_1775695806,2026-04-09T00:50:05.000Z,0,node_1,2026-04-09T00:46:05.000Z,250724331,30.40002,50.575,0,13.2613,88.26294,0.846021,-0.061035,60,
node_data_0v3,node_1_1775695806,2026-04-09T00:50:05.000Z,1,node_1,2026-04-09T00:47:05.000Z,250784332,30.46667,51.69332,0,13.26161,86.16842,0.845125,-0.062052,60,
node_data_0v3,node_1_1775695806,2026-04-09T00:50:05.000Z,2,node_1,2026-04-09T00:48:05.000Z,250844331,30.53333,51.56001,0,13.26144,87.264,0.850208,-0.059001,60,
node_data_0v3,node_1_1775695806,2026-04-09T00:50:05.000Z,3,node_1,2026-04-09T00:49:05.000Z,250904331,30.56499,51.09332,0,13.26192,83.96402,0.848375,-0.059001,60,
node_data_0v3,node_1_1775695806,2026-04-09T00:50:05.000Z,4,node_1,2026-04-09T00:50:05.000Z,250964332,30.56665,51.44669,0,13.26156,86.54276,0.852917,-0.056966,60,
node_data_0v3,node_1_1775696106,2026-04-09T00:55:05.000Z,0,node_1,2026-04-09T00:51:05.000Z,251024332,30.63665,50.91666,0,13.26177,88.7319,0.8535,-0.060018,60,
node_data_0v3,node_1_1775696106,2026-04-09T00:55:05.000Z,1,node_1,2026-04-09T00:52:05.000Z,251084332,30.67165,50.10667,0,13.26292,85.1888,0.855125,-0.054932,60,
node_data_0v3,node_1_1775696106,2026-04-09T00:55:05.000Z,2,node_1,2026-04-09T00:53:05.000Z,251144332,30.71333,50.68168,0,13.26413,85.92834,0.854104,-0.062052,60,
node_data_0v3,node_1_1775696106,2026-04-09T00:55:05.000Z,3,node_1,2026-04-09T00:54:05.000Z,251204332,30.71665,49.88832,0,13.26329,84.40348,0.854812,-0.061035,60,
