ts,uptime_ms,temp,hum,rain,batt_v,batt_i,solar_v,solar_i,samples,historical?
2026-04-02T04:57:40.000Z,,35,45.13,0,13.92,87.82,22.36,104.06,60,true
2026-04-02T04:58:40.000Z,,35.03,44.42,0,13.92,88.29,22.38,111.93,60,true
2026-04-02T04:59:40.000Z,,34.99,43.86,0,13.92,95.49,22.41,128.41,60,true
2026-04-02T05:00:40.000Z,,34.99,42.98,0,13.93,87.3,22.41,127.74,60,true
2026-04-02T05:01:40.000Z,,34.98,42.53,0,13.93,86.55,22.4,119.45,60,true
2026-04-02T05:02:40.000Z,,34.95,42.36,0,13.93,88.4,22.41,120.52,60,true
2026-04-02T05:03:40.000Z,,34.97,42.69,0,13.93,84.22,22.42,125,60,true
2026-04-02T05:04:40.000Z,,34.95,42.53,0,13.94,88.23,22.41,117.72,60,true
2026-04-02T05:05:40.000Z,,34.96,42.54,0,13.94,85.13,22.41,113.67,60,true
2026-04-02T05:06:40.000Z,,34.94,42.39,0,13.94,87.71,22.41,112.14,60,true
2026-04-02T05:07:40.000Z,,34.94,43.14,0,13.94,87.35,22.39,103.85,60,true
2026-04-02T05:08:40.000Z,,34.92,42.42,0,13.93,90,22.39,106.32,60,true
2026-04-02T05:09:40.000Z,,34.88,42.87,0,13.94,85.03,22.4,107.56,60,true
2026-04-02T05:10:40.000Z,,34.91,43.75,0,13.93,89.73,22.37,95.07,60,true
2026-04-02T05:11:40.000Z,,34.99,42.97,0,13.93,83.84,22.36,92.65,60,true
2026-04-02T05:12:40.000Z,,35.05,42.29,0,13.93,84.03,22.36,93.18,60,true
2026-04-02T05:13:40.000Z,,35.09,40.74,0,13.93,86.2,22.35,90.13,60,true
2026-04-02T05:14:40.000Z,,35.09,41.69,0,13.93,89.63,22.37,101.37,60,true
2026-04-02T05:15:40.000Z,,35.05,41.67,0,13.93,92.34,22.39,112.13,60,true
2026-04-02T05:16:40.000Z,,35.13,43.78,0,13.93,85.86,22.37,99.63,60,true
2026-04-02T05:17:40.000Z,,35.2,40.92,0,13.93,89.94,22.37,100.78,60,true
2026-04-02T05:18:40.000Z,,35.2,40.94,0,13.93,87.63,22.37,100.43,60,true
2026-04-02T05:19:40.000Z,,35.11,40.02,0,13.93,87.93,22.37,102.53,60,true
2026-04-02T05:20:40.000Z,,35.08,41.14,0,13.93,88.35,22.36,94.7,60,true
2026-04-02T05:21:40.000Z,,35.08,41.94,0,13.92,86.92,22.31,74.4,60,true
2026-04-02T05:22:40.000Z,,35.19,46.2,0,13.92,84.88,22.3,74.3,60,true
2026-04-02T05:23:40.000Z,,35.21,47.26,0,13.91,86.85,22.33,89.71,60,true
2026-04-02T05:24:40.000Z,,35.13,47.37,0,13.91,84.61,22.34,94.24,60,true
2026-04-02T05:25:40.000Z,,35.09,46.8,0,13.91,87.6,22.33,93.43,60,true
2026-04-02T05:26:40.000Z,,35.09,46.65,0,13.91,92.17,22.3,78.24,60,true
2026-04-02T05:27:40.000Z,,35.14,46.35,0,13.9,90.04,22.28,70.54,60,true
2026-04-02T05:28:40.000Z,,35.18,45.76,0,13.9,86.55,22.27,71.71,60,true
2026-04-02T05:29:40.000Z,,35.14,47.3,0,13.9,90.01,22.29,85.18,60,true
2026-04-02T05:30:40.000Z,,35.15,47.75,0,13.9,86.46,22.26,87.64,60,true
2026-04-02T05:31:40.000Z,,35.15,44.88,0,13.9,85.3,22.26,97.78,60,true
2026-04-02T05:32:40.000Z,,35.11,43.38,0,13.9,87.32,22.25,98.06,60,true
2026-04-02T05:33:40.000Z,,35.05,44.7,0,13.9,84.85,22.23,95.65,60,true
2026-04-02T05:34:40.000Z,,35.03,47.71,0,13.9,85.23,22.23,93.58,60,true
2026-04-02T05:35:40.000Z,,35.09,48.11,0,13.89,88.81,22.15,87.82,60,true
2026-04-02T05:36:40.000Z,,35.2,47.72,0,13.89,86.64,22.06,95.13,60,true
2026-04-02T05:37:40.000Z,,35.21,48.54,0,13.9,87.84,22.05,110.79,60,true
2026-04-02T05:38:40.000Z,,35.22,48.79,0,13.9,93.41,22.06,114.53,60,true
2026-04-02T05:39:40.000Z,,35.24,48.86,0,13.9,88.29,22.08,124.98,60,true
2026-04-02T05:40:39.000Z,,35.25,49.18,0,13.91,88.04,22.08,124.97,60,true
2026-04-02T05:41:39.000Z,,35.26,48.09,0,13.91,86.71,22.11,133.82,60,true
2026-04-02T05:42:39.000Z,,35.27,49.8,0,13.91,82.89,22.08,114.4,60,true
2026-04-02T05:43:39.000Z,,35.34,50.09,0,13.91,86.86,22.08,115.43,60,true
2026-04-02T05:44:39.000Z,,35.37,48.66,0,13.91,84.88,22.07,107.81,60,true
2026-04-02T05:45:39.000Z,,35.35,47.82,0,13.91,88.96,22.09,120.98,60,true
2026-04-02T05:46:39.000Z,,35.22,47.62,0,13.92,83.74,22.12,135.1,60,true
2026-04-02T05:47:39.000Z,,35.17,48.05,0,13.92,89.9,22.13,133.92,60,true
2026-04-02T05:48:39.000Z,,35.19,48.51,0,13.93,86.13,22.12,123.39,60,true
2026-04-02T05:49:39.000Z,,35.25,47.42,0,13.93,85.62,22.12,123.95,60,true
2026-04-02T05:50:39.000Z,,35.27,47.14,0,13.93,84.99,22.13,125.78,60,true
2026-04-02T05:51:41.000Z,,35.29,47.89,0,13.94,88.54,22.15,133.93,60,true
2026-04-02T05:52:39.000Z,,35.26,48.67,0,13.94,94.92,22.15,131.42,60,true
2026-04-02T05:53:39.000Z,,35.23,48.09,0,13.94,86.82,22.16,132.9,60,true
2026-04-02T05:54:39.000Z,,35.15,48.18,0,13.95,86.52,22.18,138.56,60,true
2026-04-02T05:55:39.000Z,,35.05,48.85,0,13.96,87.48,22.2,144.14,60,true
2026-04-02T05:56:39.000Z,,34.95,49.2,0,13.96,86.64,22.2,139.07,60,true
2026-04-02T05:57:39.000Z,,34.94,49.84,0,13.97,86.6,22.19,134.47,60,true
2026-04-02T05:58:39.000Z,,34.97,50.8,0,13.97,87.87,22.18,123.99,60,true
2026-04-02T05:59:39.000Z,,35,50.15,0,13.97,84.91,22.19,126.69,60,true
2026-04-02T06:00:39.000Z,,35,50.23,0,13.97,87.53,22.18,120.21,60,true
2026-04-02T06:01:39.000Z,,35,49.08,0,13.98,86.34,22.2,122.18,60,true
2026-04-02T06:02:39.000Z,,34.95,50.04,0,13.98,86.47,22.22,113.07,60,true
2026-04-02T06:03:39.000Z,,35.01,49.7,0,13.97,95.65,22.22,106.37,60,true
2026-04-02T06:04:39.000Z,,35.01,50.3,0,13.97,87.7,22.22,109.66,60,true
2026-04-02T06:05:39.000Z,,35.01,49.93,0,13.97,84.89,22.22,108.1,60,true
2026-04-02T06:06:39.000Z,,34.96,49.26,0,13.98,83.97,22.25,115.39,60,true
2026-04-02T06:07:39.000Z,,34.83,48.94,0,13.98,88.27,22.31,112.29,60,true
2026-04-02T06:08:39.000Z,,34.71,49.94,0,13.98,85.6,22.35,101.65,60,true
2026-04-02T06:09:39.000Z,,34.7,49.95,0,13.97,86.6,22.34,99.21,60,true
2026-04-02T06:10:39.000Z,,34.69,49.97,0,13.97,85.29,22.34,97.48,60,true
2026-04-02T06:11:39.000Z,,34.67,50.43,0,13.97,86.65,22.32,91.86,60,true
2026-04-02T06:12:39.000Z,,34.69,50.59,0,13.97,84.5,22.31,89.31,60,true
2026-04-02T06:13:39.000Z,,34.74,50.27,0,13.96,87.31,22.31,91.5,60,true
2026-04-02T06:14:39.000Z,,34.75,50.75,0,13.96,86.37,22.31,90.7,60,true
2026-04-02T06:15:39.000Z,,34.75,50.57,0,13.96,85.99,22.29,85.02,60,true
2026-04-02T06:16:39.000Z,,34.75,50.56,0,13.96,88.1,22.3,91.37,60,true
2026-04-02T06:17:39.000Z,,34.75,50.32,0,13.96,84.46,22.3,92.64,60,true
2026-04-02T06:18:39.000Z,,34.75,49.04,0,13.95,89.69,22.3,95.04,60,true
2026-04-02T06:19:39.000Z,,34.72,50.03,0,13.95,85.69,22.29,88.58,60,true
2026-04-02T06:20:39.000Z,,34.66,49.14,0,13.95,89.35,22.3,94.56,60,true
2026-04-02T06:21:39.000Z,,34.55,50,0,13.95,87.77,22.3,96.33,60,true
2026-04-02T06:22:39.000Z,,34.56,50.71,0,13.95,87.53,22.28,86.25,60,true
2026-04-02T06:23:39.000Z,,34.61,50.08,0,13.95,84.06,22.28,88.93,60,true
2026-04-02T06:24:39.000Z,,34.58,49.47,0,13.94,88.34,22.28,89.17,60,true
2026-04-02T06:25:39.000Z,,34.56,49.2,0,13.94,85.12,22.27,85.74,60,true
2026-04-02T06:26:39.000Z,,34.53,49.37,0,13.94,85.39,22.27,89.38,60,true
2026-04-02T06:27:39.000Z,,34.5,49.27,0,13.94,85.46,22.28,94.2,60,true
2026-04-02T06:28:39.000Z,,34.48,49.06,0,13.94,83.55,22.27,93.18,60,true
2026-04-02T06:29:39.000Z,,34.49,49.24,0,13.93,90.36,22.26,91.1,60,true
2026-04-02T06:30:39.000Z,,34.47,50.34,0,13.93,84.8,22.24,82.47,60,true
2026-04-02T06:31:39.000Z,,34.59,50.39,0,13.93,86.62,22.23,76.34,60,true
2026-04-02T06:32:39.000Z,,34.59,49.51,0,13.92,85.24,22.23,81.88,60,true
2026-04-02T06:33:39.000Z,,34.59,48.48,0,13.92,86.81,22.24,91.08,60,true
2026-04-02T06:34:39.000Z,,34.51,48.82,0,13.92,85.6,22.26,97.24,60,true
2026-04-02T06:35:39.000Z,,34.48,49.57,0,13.92,88.38,22.24,89.27,60,true
2026-04-02T06:36:39.000Z,,34.56,49.18,0,13.92,87.49,22.23,84.67,60,true
2026-04-02T06:37:39.000Z,,34.57,49.18,0,13.91,87.06,22.24,91.23,60,true
2026-04-02T06:38:39.000Z,,34.55,48.97,0,13.91,89.19,22.24,97.29,60,true
2026-04-02T06:39:39.000Z,,34.51,49.64,0,13.91,83.15,22.25,96.82,60,true
2026-04-02T06:40:39.000Z,,34.49,48.54,0,13.91,88.25,22.23,91.19,60,true
2026-04-02T06:41:39.000Z,,34.48,48.17,0,13.91,85.17,22.24,96.35,60,true
2026-04-02T06:42:39.000Z,,34.46,48.03,0,13.91,86.4,22.24,98.59,60,true
2026-04-02T06:43:39.000Z,,34.41,47.97,0,13.91,84.44,22.24,99.62,60,true
2026-04-02T06:44:39.000Z,,34.45,48.67,0,13.91,87.24,22.23,92.33,60,true
2026-04-02T06:45:39.000Z,,34.49,48.83,0,13.91,85.61,22.23,92.81,60,true
2026-04-02T06:46:39.000Z,,34.54,48.61,0,13.91,87.28,22.23,94.13,60,true
2026-04-02T06:47:39.000Z,,34.53,48.25,0,13.91,86.34,22.23,93.13,60,true
2026-04-02T06:48:39.000Z,,34.53,48.75,0,13.9,83.73,22.21,88.08,60,true
2026-04-02T06:49:39.000Z,,34.51,48.43,0,13.9,84.57,22.22,90.65,60,true
2026-04-02T06:50:39.000Z,,34.5,48.67,0,13.9,86.92,22.22,93.07,60,true
2026-04-02T06:51:39.000Z,,34.5,48.7,0,13.9,84.28,22.22,95.35,60,true
2026-04-02T06:52:39.000Z,,34.47,48.14,0,13.9,92.35,22.23,102.22,60,true
2026-04-02T06:53:39.000Z,,34.44,47.64,0,13.9,87.98,22.23,98.89,60,true
2026-04-02T06:54:39.000Z,,34.44,48.5,0,13.9,88.01,22.21,92.52,60,true
2026-04-02T06:55:39.000Z,,34.5,48.67,0,13.9,90.74,22.18,90.12,60,true
2026-04-02T06:56:39.000Z,,34.54,47.79,0,13.9,87.32,22.18,96.8,60,true
2026-04-02T06:57:39.000Z,,34.54,48.32,0,13.9,89.08,22.19,99.43,60,true
2026-04-02T06:58:39.000Z,,34.54,47.84,0,13.9,86.39,22.19,102.45,60,true
2026-04-02T06:59:39.000Z,,34.57,47.51,0,13.9,87.3,22.2,104.37,60,true
2026-04-02T07:00:39.000Z,,34.52,47.37,0,13.9,86.76,22.2,103.35,60,true
2026-04-02T07:01:39.000Z,,34.46,48.07,0,13.9,85.03,22.19,101.16,60,true
2026-04-02T07:02:39.000Z,,34.43,48.41,0,13.9,84.74,22.18,97.25,60,true
2026-04-02T07:03:39.000Z,,34.43,49.06,0,13.9,87.58,22.18,94.61,60,true
2026-04-02T07:04:39.000Z,,34.48,48.96,0,13.9,87.01,22.16,91.71,60,true
2026-04-02T07:05:39.000Z,,34.45,47.67,0,13.9,85.13,22.17,100.93,60,true
2026-04-02T07:06:39.000Z,,34.41,47.69,0,13.9,86.6,22.17,102.8,60,true
2026-04-02T07:07:39.000Z,,34.32,47.78,0,13.9,90.88,22.18,106.07,60,true
2026-04-02T07:08:39.000Z,,34.28,47.9,0,13.9,88.3,22.18,106.8,60,true
2026-04-02T07:09:39.000Z,,34.22,47.6,0,13.9,87.39,22.19,111.75,60,true
2026-04-02T07:10:39.000Z,,34.13,48.46,0,13.9,87.31,22.2,112.07,60,true
2026-04-02T07:11:39.000Z,,34.07,48.67,0,13.91,85.23,22.2,112.12,60,true
2026-04-02T07:12:39.000Z,,34.04,48.8,0,13.91,87.5,22.2,112.45,60,true
2026-04-02T07:13:39.000Z,,34,48.46,0,13.91,86.25,22.2,113.2,60,true
2026-04-02T07:14:39.000Z,,34,48.46,0,13.91,88.99,22.2,109.5,60,true
2026-04-02T07:15:39.000Z,,34,48.63,0,13.91,85.57,22.19,106.18,60,true
2026-04-02T07:16:39.000Z,,34.01,48,0,13.91,92.67,22.19,106.1,60,true
2026-04-02T07:17:39.000Z,,34,47.73,0,13.91,86.45,22.19,106.69,60,true
2026-04-02T07:18:39.000Z,,33.96,48.33,0,13.91,86.54,22.19,106.19,60,true
2026-04-02T07:19:39.000Z,,33.99,48.97,0,13.91,87.25,22.18,97.16,60,true
2026-04-02T07:20:39.000Z,,34.07,48.42,0,13.9,87.98,22.16,89.03,60,true
2026-04-02T07:21:39.000Z,,34.1,48.11,0,13.9,88.56,22.15,84.93,60,true
2026-04-02T07:22:39.000Z,,34.13,48.22,0,13.9,85.07,22.14,86.03,60,true
2026-04-02T07:23:39.000Z,,34.16,48.56,0,13.9,88.48,22.13,86.26,60,true
2026-04-02T07:24:39.000Z,,34.2,48.05,0,13.9,85.64,22.1,91.78,60,true
2026-04-02T07:25:39.000Z,,34.18,48.25,0,13.9,86.42,22.1,95.63,60,true
2026-04-02T07:26:39.000Z,,34.2,48.56,0,13.9,85.23,22.08,92.58,60,true
2026-04-02T07:27:39.000Z,,34.25,47.9,0,13.9,87.32,22.07,94.23,60,true
2026-04-02T07:28:39.000Z,,34.31,48.06,0,13.9,86.51,22.04,94.47,60,true
2026-04-02T07:29:39.000Z,,34.38,47.87,0,13.9,87.01,22.03,99.6,60,true
2026-04-02T07:30:39.000Z,,34.4,48.14,0,13.9,85.6,22.02,95.67,60,true
2026-04-02T07:31:39.000Z,,34.45,47.74,0,13.9,87.56,22.01,96.34,60,true
2026-04-02T07:32:39.000Z,,34.51,47.79,0,13.9,84.91,21.99,95.32,60,true
2026-04-02T07:33:39.000Z,,34.54,47.91,0,13.9,84.4,21.99,97.04,60,true
2026-04-02T07:34:39.000Z,,34.55,47.84,0,13.9,86.99,21.99,100,60,true
2026-04-02T07:35:39.000Z,,34.47,48.14,0,13.9,91.61,22,101.54,60,true
2026-04-02T07:36:39.000Z,,34.42,47.72,0,13.9,87.22,22,102.06,60,true
2026-04-02T07:37:39.000Z,,34.36,47.03,0,13.9,87.59,22,103.38,60,true
2026-04-02T07:38:39.000Z,,34.33,46.51,0,13.9,87.05,22,102.85,60,true
2026-04-02T07:39:39.000Z,,34.24,46.44,0,13.9,86.28,22.01,107.75,60,true
2026-04-02T07:40:39.000Z,,34.16,47.17,0,13.9,87.68,22.01,107.14,60,true
2026-04-02T07:41:39.000Z,,34.14,46.47,0,13.9,85.78,22.02,109.69,60,true
2026-04-02T07:42:39.000Z,,34.08,46.75,0,13.9,85.93,22.02,108.18,60,true
2026-04-02T07:43:39.000Z,,34.09,47.61,0,13.9,85.07,22,100.9,60,true
2026-04-02T07:44:39.000Z,,34.11,46.77,0,13.9,84.21,21.99,97.15,60,true
2026-04-02T07:45:39.000Z,,34.12,46.39,0,13.9,86.11,21.99,95.7,60,true
2026-04-02T07:46:39.000Z,,34.16,47.13,0,13.9,84.17,21.98,90.36,60,true
2026-04-02T07:47:39.000Z,,34.18,46.95,0,13.9,86.65,21.96,93.3,60,true
2026-04-02T07:48:39.000Z,,34.2,47.36,0,13.9,86.01,21.96,94.44,60,true
2026-04-02T07:49:39.000Z,,34.2,47.73,0,13.9,83.59,21.97,94.59,60,true
2026-04-02T07:50:39.000Z,,34.26,47.47,0,13.9,86.72,21.95,94.98,60,true
2026-04-02T07:51:39.000Z,,34.27,47.77,0,13.9,85.89,21.94,90.67,60,true
2026-04-02T07:52:39.000Z,,34.31,47.89,0,13.9,86.01,21.91,90.48,60,true
2026-04-02T07:53:39.000Z,,34.39,47.55,0,13.9,85.5,21.87,93.65,60,true
2026-04-02T07:54:39.000Z,,34.38,46.93,0,13.9,86.74,21.83,100.25,60,true
2026-04-02T07:55:39.000Z,,34.38,47.33,0,13.9,88.88,21.82,100.31,60,true
2026-04-02T07:56:39.000Z,,34.39,46.71,0,13.9,85.87,21.83,103.14,60,true
2026-04-02T07:57:39.000Z,,34.35,46.38,0,13.9,85.59,21.83,103.65,60,true
2026-04-02T07:58:39.000Z,,34.36,46.7,0,13.9,86.23,21.82,100.04,60,true
2026-04-02T07:59:39.000Z,,34.35,46.92,0,13.9,85.47,21.81,95.05,60,true
2026-04-02T08:00:39.000Z,,34.33,45.62,0,13.9,86.62,21.82,99.83,60,true
2026-04-02T08:01:39.000Z,,34.3,47.19,0,13.9,86.03,21.81,95.81,60,true
2026-04-02T08:02:39.000Z,,34.34,46.9,0,13.9,86.47,21.8,92.07,60,true
2026-04-02T08:03:39.000Z,,34.3,46,0,13.9,84.3,21.79,97.99,60,true
2026-04-02T08:04:39.000Z,,34.16,46.17,0,13.9,88.63,21.79,101.08,60,true
2026-04-02T08:05:39.000Z,,34.08,46.59,0,13.9,83.71,21.78,96.83,60,true
2026-04-02T08:06:39.000Z,,34.11,45.91,0,13.9,93.32,21.76,97.88,60,true
2026-04-02T08:07:39.000Z,,34.09,46.76,0,13.9,83.17,21.74,97.09,60,true
2026-04-02T08:08:39.000Z,,34.09,46.67,0,13.9,84.8,21.72,96.72,60,true
2026-04-02T08:09:39.000Z,,34.02,46.82,0,13.9,83.58,21.72,95.98,60,true
2026-04-02T08:10:39.000Z,,34.01,47.82,0,13.9,87.37,21.69,93.68,60,true
2026-04-02T08:11:39.000Z,,34.1,47.93,0,13.9,91.96,21.65,96.25,60,true
2026-04-02T08:12:39.000Z,,34.15,47.97,0,13.9,85.41,21.63,95.59,60,true
2026-04-02T08:13:39.000Z,,34.21,48.11,0,13.9,87.27,21.6,98.49,60,true
2026-04-02T08:14:39.000Z,,34.23,47.86,0,13.9,86.96,21.59,97.36,60,true
2026-04-02T08:15:39.000Z,,34.26,47.05,0,13.9,87.78,21.59,99.67,60,true
2026-04-02T08:16:39.000Z,,34.28,47.5,0,13.9,86.32,21.57,97.69,60,true
2026-04-02T08:17:39.000Z,,34.24,47.26,0,13.9,87.39,21.56,99.64,60,true
2026-04-02T08:18:39.000Z,,34.16,46.64,0,13.9,84.53,21.55,99.11,60,true
2026-04-02T08:19:39.000Z,,34.11,46.32,0,13.9,90.3,21.54,98.48,60,true
2026-04-02T08:20:39.000Z,,34.09,45.69,0,13.9,92.09,21.53,100.68,60,true
2026-04-02T08:21:39.000Z,,34.01,45.66,0,13.9,87.28,21.52,99.54,60,true
2026-04-02T08:22:39.000Z,,33.98,46.46,0,13.9,83.48,21.52,95.24,60,true
2026-04-02T08:23:39.000Z,,33.99,46.77,0,13.9,87.9,21.49,94.27,60,true
2026-04-02T08:24:39.000Z,,34.02,46.6,0,13.9,82.85,21.48,94.28,60,true
2026-04-02T08:25:39.000Z,,34,46.45,0,13.9,88.05,21.46,96.36,60,true
2026-04-02T08:26:39.000Z,,33.97,47.35,0,13.89,91.27,21.4,95.74,60,true
2026-04-02T08:27:39.000Z,,33.93,46.46,0,13.9,86.84,21.38,99.5,60,true
2026-04-02T08:28:39.000Z,,33.79,46.12,0,13.9,88.42,21.36,101.33,60,true
2026-04-02T08:29:39.000Z,,33.75,46.15,0,13.9,85.99,21.35,98.88,60,true
2026-04-02T08:30:39.000Z,,33.74,46.6,0,13.9,86.17,21.33,99.19,60,true
2026-04-02T08:31:39.000Z,,33.72,47.28,0,13.9,84.21,21.31,96.29,60,true
2026-04-02T08:32:39.000Z,,33.74,47.28,0,13.9,90.02,21.28,96.26,60,true
2026-04-02T08:33:39.000Z,,33.74,46.3,0,13.9,87.11,21.24,94.54,60,true
2026-04-02T08:34:39.000Z,,33.68,46.14,0,13.9,87.79,21.02,100,60,true
2026-04-02T08:35:39.000Z,,33.61,46.62,0,13.9,85.25,20.89,106.8,60,true
2026-04-02T08:36:39.000Z,,33.55,46.89,0,13.9,85.2,20.86,116.18,60,true
2026-04-02T08:37:39.000Z,,33.47,46.94,0,13.9,87.8,20.88,126,60,true
2026-04-02T08:38:39.000Z,,33.41,47.07,0,13.91,85.92,20.86,114.2,60,true
2026-04-02T08:39:39.000Z,,33.35,46.76,0,13.9,90.36,20.81,93.57,60,true
2026-04-02T08:40:39.000Z,,33.22,46.42,0,13.9,83.83,19.52,75.44,60,true
2026-04-02T08:41:39.000Z,,33.2,46.97,0,13.89,85.42,18.51,73.84,60,true
2026-04-02T08:42:39.000Z,,33.21,46.96,0,13.89,85.74,18.47,56.56,60,true
2026-04-02T08:43:39.000Z,,33.15,46.33,0,13.88,88.51,18.45,49.09,60,true
2026-04-02T08:44:39.000Z,,33.08,46.41,0,13.88,86.19,18.44,49.88,60,true
2026-04-02T08:45:39.000Z,,33.03,47.04,0,13.87,86.07,18.45,57.35,60,true
2026-04-02T08:46:39.000Z,,33.03,47.32,0,13.87,86.41,18.45,60.75,60,true
2026-04-02T08:47:39.000Z,,33.08,47.61,0,13.86,87.8,18.45,67.5,60,true
2026-04-02T08:48:39.000Z,,33.11,47.24,0,13.86,86.3,18.46,73.48,60,true
2026-04-02T08:49:39.000Z,,33.07,47.6,0,13.86,84.8,18.47,83.91,60,true
2026-04-02T08:50:39.000Z,,33.02,47.29,0,13.86,88.65,18.58,152.66,60,true
2026-04-02T08:51:39.000Z,,32.96,47.78,0,13.87,86.69,18.58,145.48,60,true
2026-04-02T08:52:39.000Z,,32.93,46.5,0,13.87,85.08,18.51,94.23,60,true
2026-04-02T08:53:39.000Z,,32.89,44.88,0,13.86,90.23,18.46,70.57,60,true
2026-04-02T08:54:39.000Z,,32.82,43.63,0,13.86,90.11,18.47,80.45,60,true
2026-04-02T08:55:39.000Z,,32.72,43.3,0,13.86,85.06,18.52,111.81,60,true
2026-04-02T08:56:39.000Z,,32.64,43.33,0,13.87,89.45,18.59,155.1,60,true
2026-04-02T08:57:39.000Z,,32.61,44.2,0,13.88,86.29,18.62,167.93,60,true
2026-04-02T08:58:39.000Z,,32.54,43.76,0,13.88,87.2,18.6,144.29,60,true
2026-04-02T08:59:39.000Z,,32.51,43.89,0,13.88,86.7,18.53,98.04,60,true
2026-04-02T09:00:39.000Z,,32.44,43.48,0,13.88,85.33,18.48,69.44,60,true
2026-04-02T09:01:39.000Z,,32.36,43.78,0,13.87,86.8,18.47,69.85,60,true
2026-04-02T09:02:39.000Z,,32.32,43.09,0,13.87,86.61,18.47,73.12,60,true
2026-04-02T09:03:39.000Z,,32.27,43.18,0,13.86,87.03,18.44,59.62,60,true
2026-04-02T09:04:39.000Z,,32.19,43.45,0,13.85,88.95,18.41,46.42,60,true
2026-04-02T09:05:39.000Z,,32.12,43.55,0,13.85,89.79,18.43,59.86,60,true
2026-04-02T09:06:39.000Z,,32.07,43.84,0,13.85,85.05,18.42,57.57,60,true
2026-04-02T09:07:39.000Z,,32.04,43.62,0,13.84,86.4,18.41,57.51,60,true
2026-04-02T09:08:39.000Z,,31.97,44.23,0,13.84,84.91,18.44,76.15,60,true
2026-04-02T09:09:39.000Z,,31.94,43.98,0,13.84,89.16,18.44,77.78,60,true
2026-04-02T09:10:39.000Z,,31.88,43.57,0,13.84,85.35,18.42,69.56,60,true
2026-04-02T09:11:39.000Z,,31.84,43.32,0,13.83,88.59,18.39,53.37,60,true
2026-04-02T09:12:39.000Z,,31.79,42.68,0,13.82,91.51,18.38,52.66,60,true
2026-04-02T09:13:39.000Z,,31.72,42.98,0,13.82,86.68,18.41,74.53,60,true
2026-04-02T09:14:39.000Z,,31.71,43.44,0,13.82,85.17,18.39,64.58,60,true
2026-04-02T09:15:39.000Z,,31.69,44.08,0,13.81,83.62,18.37,51.78,60,true
2026-04-02T09:16:39.000Z,,31.66,43.64,0,13.81,86.82,18.36,51.19,60,true
2026-04-02T09:17:39.000Z,,31.61,43.07,0,13.8,91.42,18.34,46.34,60,true
2026-04-02T09:18:39.000Z,,31.54,43.42,0,13.8,90.98,18.32,38.49,60,true
2026-04-02T09:19:39.000Z,,31.49,43.65,0,13.79,86.61,18.3,33,60,true
2026-04-02T09:20:39.000Z,,31.42,43.93,0,13.78,90.44,18.29,32.87,60,true
2026-04-02T09:21:39.000Z,,31.4,44.23,0,13.78,86.57,18.28,31.92,60,true
2026-04-02T09:22:39.000Z,,31.35,44.33,0,13.77,87.11,18.26,24.4,60,true
2026-04-02T09:23:39.000Z,,31.27,44.44,0,13.77,85.84,18.24,18.12,60,true
2026-04-02T09:24:39.000Z,,31.23,44.32,0,13.76,85.96,18.22,15.03,60,true
2026-04-02T09:25:39.000Z,,31.2,44.26,0,13.75,83.79,18.21,11.55,60,true
2026-04-02T09:26:39.000Z,,31.18,44.57,0,13.74,86.22,18.2,13.52,60,true
2026-04-02T09:27:39.000Z,,31.14,43.89,0,13.74,87.33,18.22,25.65,60,true
2026-04-02T09:28:39.000Z,,31.1,44.01,0,13.74,86.56,18.23,33.72,60,true
2026-04-02T09:29:39.000Z,,31.03,44.31,0,13.73,92.8,18.23,37.23,60,true
2026-04-02T09:30:39.000Z,,31.02,44.58,0,13.72,86.48,18.2,26.92,60,true
2026-04-02T09:31:39.000Z,,30.98,44.7,0,13.72,85.28,18.18,18.27,60,true
2026-04-02T09:32:39.000Z,,30.94,44.62,0,13.71,85.99,18.16,16.27,60,true
2026-04-02T09:33:39.000Z,,30.86,44.55,0,13.71,88.1,18.16,16.21,60,true
2026-04-02T09:34:39.000Z,,30.82,44.61,0,13.7,88.45,18.15,18.03,60,true
2026-04-02T09:35:39.000Z,,30.75,44.74,0,13.69,88.75,18.14,17.55,60,true
2026-04-02T09:36:39.000Z,,30.69,44.78,0,13.69,85.85,18.13,16.05,60,true
2026-04-02T09:37:39.000Z,,30.68,45.02,0,13.68,87.23,18.12,14.06,60,true
2026-04-02T09:38:39.000Z,,30.63,45.3,0,13.68,85.44,18.11,11.8,60,true
2026-04-02T09:39:39.000Z,,30.58,45.63,0,13.67,86.1,18.1,9.68,60,true
2026-04-02T09:40:39.000Z,,30.52,45.88,0,13.67,88.8,18.09,7.67,60,true
2026-04-02T09:41:39.000Z,,30.49,45.97,0,13.66,87.51,18.07,5.3,60,true
2026-04-02T09:42:39.000Z,,30.39,46.08,0,13.66,87.31,18.06,3.16,60,true
2026-04-02T09:43:39.000Z,,30.35,45.85,0,13.65,84.84,18.05,1.26,60,true
2026-04-02T09:44:39.000Z,,30.28,45.96,0,13.65,86,18.04,0.84,60,true
2026-04-02T09:45:39.000Z,,30.23,46.3,0,13.64,83.67,18.03,0.81,60,true
2026-04-02T09:46:39.000Z,,30.17,46.43,0,13.63,85.48,18.03,0.81,60,true
2026-04-02T09:47:39.000Z,,30.11,46.5,0,13.63,86,18.02,0.8,60,true
